year,city_name,city_population,rev_total_city,taxes_city,education_services_city,social_services_city,public_welfare_city,police_city,fire_city,correction_city,inspection_city,envir_housing_city,parks_recreation_city,housing_commdevt_city
2006,AR: Ft. Smith,82617,1713.5,744.75,31.8,1.46,0,174.16,125.7,0,0,523.59,53.88,19.97
2007,AR: Ft. Smith,83881,1861.28,827.91,31.7,1.37,0,178.78,126.94,0,0,449.3,44.16,27.33
2008,AR: Ft. Smith,84722,1837.27,754.82,32.39,1.38,0,192.9,132.69,0,0,451.55,94.13,29.4
2009,AR: Ft. Smith,85125,2013.11,870.02,36.96,1.3,0,175.24,123.87,0,0,467.17,38.2,22.4
2010,AR: Ft. Smith,85896,1838.36,768.02,42.34,1.43,0,198.74,129.97,0,0,396.55,68.08,23.7
2011,AR: Ft. Smith,86297,1807.49,746.68,35.69,1.59,0,186,114.9,0,0,494.54,41.89,26.67
2012,AR: Ft. Smith,87206,1798.31,750.26,32.83,1.6,0,192.17,117.21,0,0,449.6,38.5,16.04
2013,AR: Ft. Smith,87630,1781.88,733.73,33.31,1.55,0,179.34,121.07,0,0,411.85,36.12,13.23
2014,AR: Ft. Smith,87400,1947.23,729.11,34.64,1.22,0,182.19,139.38,0,0,492.77,41.17,13.92
2015,AR: Ft. Smith,87154,1822.96,751.97,34.55,1.22,0,181.37,136.5,0,0,496.08,45.2,27.38
2016,AR: Ft. Smith,87697,1937.13,740.1,36.17,1.35,0,187,146.66,0,0,393.68,43.8,33.41
2017,AR: Ft. Smith,87615,2154.36,751.05,32.08,1.19,0,166.09,137.61,0,0,436.24,42.64,23.88
1977,AR: Little Rock,151460,1390.29,330.27,21.31,7.5,0,115.26,137,5.85,10.07,188.38,53.92,0
1978,AR: Little Rock,153097,1577.48,346.83,18.05,5.8,0,111.9,115.37,5.38,9.13,266.73,67.16,47.54
1979,AR: Little Rock,154784,1589.93,317.47,16.03,4.84,0,102.41,104.24,5.45,9.4,327.61,53.29,141.41
1980,AR: Little Rock,155776,1335.1,294.89,11.4,4.14,0,100.1,95.94,5.37,6.4,331.93,73.31,109.46
1981,AR: Little Rock,159151,1534.78,310.81,9.86,2.83,0,111.73,99.66,5.91,9.4,323.64,50.51,127.89
1982,AR: Little Rock,161371,1581.52,323.1,19.64,3.21,0,114.91,95.78,6.28,9.07,605.67,70.11,54.56
1983,AR: Little Rock,163217,1573.59,341.95,20.51,3.48,0,126.06,102.92,6.89,9.08,404.16,75.86,0
1984,AR: Little Rock,165201,1439.67,369.77,18.62,3.91,0,127.06,114.4,7.68,10.58,292.67,57.48,0
1985,AR: Little Rock,167808,1469.7,380.98,19.45,5.28,0,135.7,121.46,7.49,10.6,234.23,67.36,51.86
1986,AR: Little Rock,170353,1440.79,402.46,21.62,5.47,0,141.15,134.57,7.33,10.87,223.49,64.44,31.56
1987,AR: Little Rock,172521,1329.41,337.59,19.45,4.67,0,138.58,127.91,6.98,10.11,230.43,72.24,40.9
1988,AR: Little Rock,174507,1237.23,326.72,23.21,4.37,0,133.3,128.21,7.16,10.32,293.75,71.17,30.73
1989,AR: Little Rock,174538,1195.81,340.5,31,4.89,0,136.89,126.36,9.13,11.64,352.89,63.32,32.66
1990,AR: Little Rock,175807,1325.89,334.71,38.68,33.1,0,162.09,142.02,9.68,12.85,270.31,62.17,33.6
1991,AR: Little Rock,177366,1362.2,341.85,37.63,35.21,0,163.28,136.05,10.36,12.23,265.56,83.67,29.75
1992,AR: Little Rock,178057,1376.28,336.92,37.48,43.78,0,175.31,138.16,10.18,10.87,270.96,79.46,32.99
1993,AR: Little Rock,179508,1510.14,327.48,2.93,44.63,0,186.44,143.49,10.86,5.77,291.2,95.82,31.71
1994,AR: Little Rock,180746,1358.57,322.84,3.75,44.52,0,182.55,149.26,9.49,5.65,351.69,129.98,35.93
1995,AR: Little Rock,180441,1270.13,263.36,0,37.02,0,196.84,144.31,9.77,5.79,421.44,98.26,41.07
1996,AR: Little Rock,180157,1428.46,263.76,0,61.14,0,224.42,154.36,0,6.1,353.42,109.49,50.34
1997,AR: Little Rock,180785,1478.99,274.49,0,58.03,0,247.92,157.26,0,5.89,420.82,138.67,20.01
1998,AR: Little Rock,180314,1587.62,294.58,0,58.42,0,275.26,172.47,0,5.79,381.92,134.07,60.98
1999,AR: Little Rock,181359,1602.82,287.57,0,59.99,0,276.08,162.52,0,6.38,521.04,303.83,30.51
2000,AR: Little Rock,182670,1621.54,429.16,0,67.92,0,273.17,165.3,0,6.37,373,91.77,63.27
2001,AR: Little Rock,183373,1408.19,431.93,0,56.92,0,276.55,161.49,0,6.42,400.54,93.6,54.98
2002,AR: Little Rock,183832,1559.2,532.99,0,60.49,0,303.87,169.14,0,6.86,369.27,103.14,28.1
2003,AR: Little Rock,184538,1734.65,543.63,0,61.93,0,257.8,157.58,0,6.01,277.87,74.48,19.69
2004,AR: Little Rock,184965,1588.23,526.36,0,71.68,0,292.36,169.97,0,5.92,269.89,65.35,18.39
2005,AR: Little Rock,185604,1537.49,579.58,0,112.47,26.61,296.69,213.42,0,13.95,413.77,128.84,23.61
2006,AR: Little Rock,186396,1573.24,634.05,0,119.54,24.38,330.63,212.1,0,17.79,579.25,143.18,24.81
2007,AR: Little Rock,188069,1772.7,651.16,0,96.3,0,322.89,262.45,0,21.54,653.18,223.86,21.56
2008,AR: Little Rock,188937,1850.96,664.33,45.74,98.22,0,311.39,229.89,0,20.16,645.41,205.06,32.42
2009,AR: Little Rock,190492,1645.74,700.47,50.28,105.91,0,332.46,223.38,0,14.95,740.6,217.21,22.11
2010,AR: Little Rock,192196,1748.82,699.85,30.9,104.35,0,339.34,221.92,0,13.04,875.93,196.19,35.91
2011,AR: Little Rock,193928,1844.3,669.87,53.04,118.14,0,304.67,206.06,0,9.31,734.08,199.83,38.56
2012,AR: Little Rock,195210,1882.86,663.9,31.44,116.55,0,303.13,218.03,0,8.29,519.02,206.72,51.72
2013,AR: Little Rock,196504,2116.33,921.9,56.35,127.17,0,372.14,250.21,0,7.28,480.9,196.09,58.65
2014,AR: Little Rock,197084,2152.78,897.37,59.69,122.63,0,377.32,234.68,0,8.05,461.21,200.6,36.09
2015,AR: Little Rock,197533,2029.99,923.51,34.06,124.12,0,422.8,243.49,0,8.46,545.85,193.33,37.52
2016,AR: Little Rock,198135,2048.96,935.05,29.7,152.04,0,371.53,239.49,0,8.32,573.67,189.8,41.73
2017,AR: Little Rock,198673,2096.22,937.16,50.28,190.36,0,360.43,252.27,0,8.67,585.7,215.99,35.77
1977,AZ: Mesa,110794,1438.06,274.5,17.16,0,0,141.58,96.09,2.56,9.27,171.77,82.87,0
1978,AZ: Mesa,119901,1461.52,317.56,21.07,0,0,149.5,98.58,2.32,11.35,197.41,95.57,4.01
1979,AZ: Mesa,130239,1544.11,332.01,25.02,0,0,161.45,100.33,1.97,10.91,280.65,101.93,41.45
1980,AZ: Mesa,141860,1503.29,306.66,102.63,0,0,196.49,107.45,1.72,10.4,356.17,142.09,28.41
1981,AZ: Mesa,152404,1397.5,300.26,40.77,0,0,217.67,96.94,1.59,9.4,331.24,90.18,8.78
1982,AZ: Mesa,163723,1549.73,278.69,34.35,0,0,193.23,100.77,1.54,7.25,362.73,70.58,15.73
1983,AZ: Mesa,174252,1765.27,300.77,39.19,1.27,1.27,234.25,115.59,1.6,11.34,377.25,95.95,35.93
1984,AZ: Mesa,185813,1788.89,357.93,44.9,0.47,0.47,223.85,117.58,1.49,12.99,390.75,94.2,35.51
1985,AZ: Mesa,200148,1938.66,375.15,49.19,1.35,1.35,254.89,128.39,1.53,15.46,492.78,112.85,47.21
1986,AZ: Mesa,217238,1948.34,386.35,46.15,1.23,1.23,227.98,144.21,1.58,17.05,478.34,103.38,49.77
1987,AZ: Mesa,233141,1774.96,387,68.37,1.1,1.1,237.38,148.17,1.52,19.95,425.05,96.88,23.24
1988,AZ: Mesa,250742,1709.33,349.53,44.39,1.85,1.85,262.97,141.51,1.66,17.75,561.92,141.77,27.44
1989,AZ: Mesa,265219,1708.72,325.23,41.46,1.41,1.41,274.46,121.56,1.51,15.68,443.14,120.36,27.35
1990,AZ: Mesa,279610,1610.1,287.24,37.8,1.34,1.34,245.39,113.23,5.06,14.07,389.56,94.73,28.12
1991,AZ: Mesa,291771,1566.13,280.04,36.47,1.18,1.18,246.91,114.64,5.94,13.75,295.72,84.21,27.28
1992,AZ: Mesa,299711,1709.05,259.1,60.22,1.28,1.28,299.42,174.1,6.47,14.98,701.4,99.33,30.94
1993,AZ: Mesa,309042,1528.62,281.02,35.85,0,0,235.91,101.04,0,13.16,311.19,94.36,76.46
1994,AZ: Mesa,320034,1552.94,302.01,36.36,0,0,259.19,99.07,0,14.47,295.65,114.06,30.78
1995,AZ: Mesa,334424,1469.6,282.27,43.84,0,0,269.82,107.09,0,15.45,289.35,103.83,28.52
1996,AZ: Mesa,348047,1505.56,288.58,44.38,0,0,270.62,107.52,0,15.46,292.54,105.12,28.5
1997,AZ: Mesa,358068,1572.36,333.93,39.6,32.91,0,319.09,122.24,0,18.08,387.15,128.98,37.37
1998,AZ: Mesa,367935,1638.59,347.8,53.27,7.23,7.23,318.67,115.03,0,26.64,439.48,140.66,101.86
1999,AZ: Mesa,377744,1785.64,495.52,44.4,8.25,8.25,345.26,135.21,0,24.39,473.15,167.34,33.09
2000,AZ: Mesa,387860,1742.38,478.05,42.78,9.88,9.88,390.3,133.14,0,27.71,553.75,206.28,87.07
2001,AZ: Mesa,398699,1759.97,424.68,43.01,0,0,386.66,147.37,0,27.32,525.26,200.43,68.94
2002,AZ: Mesa,404020,1710.2,409.26,44.03,4.68,4.68,415.37,152.95,0,32.37,546.11,149.86,103.24
2003,AZ: Mesa,408754,1729.77,374.72,55.17,4.39,4.39,377.29,171.72,0,33.15,518.97,217.74,83.15
2004,AZ: Mesa,412704,1822.89,394.67,38.32,5.98,5.98,377.59,144.93,0,33.2,641.51,233.16,183.85
2005,AZ: Mesa,418693,1917.28,399.82,38.21,16.39,16.39,389.59,153.93,0,35.81,508.53,195.32,79.16
2006,AZ: Mesa,428482,2021.82,440.16,33.48,8.45,8.45,382.1,167.19,0,37.35,640.08,137.26,85.45
2007,AZ: Mesa,436065,1934.71,464.12,30.73,9.34,9.34,409.44,163.13,0,36.5,463.53,141.59,51.47
2008,AZ: Mesa,439435,1918.01,433.62,31.4,9.77,9.77,470.91,173.09,0,40.96,380.71,134.71,45.66
2009,AZ: Mesa,441650,1789.15,372.81,26.79,7.56,7.56,473.58,168.38,0,33.87,429.3,183.84,58.31
2010,AZ: Mesa,440860,1706.23,383.91,20.95,5.08,5.08,423.47,185.5,0,24.54,363.21,115.87,68.83
2011,AZ: Mesa,440995,1652.64,372.16,22.3,7.45,7.45,383.11,158.45,0,30.44,333.13,122.3,57.42
2012,AZ: Mesa,447681,1632.47,373.35,21.15,8.32,8.32,375.57,181.51,0,8.06,314.15,106.17,46.98
2013,AZ: Mesa,457061,1648.86,399.16,19.1,7.45,7.45,381.91,179.29,0,27.62,315.7,106.9,38.88
2014,AZ: Mesa,464980,1650.67,415.39,15.32,0,0,405.72,146.38,0,24.38,357.68,144.97,42.46
2015,AZ: Mesa,473390,1662.52,427.03,13.79,0,0,350.41,132.42,0,12.66,336.05,119.43,44.38
2016,AZ: Mesa,482108,1646.02,419.78,13.8,0,0,414.67,146.31,0,13.91,293.35,83.2,34.48
2017,AZ: Mesa,491041,1712.65,447.15,13.54,0,0,365.06,171.35,0,14.27,343.64,120,55.84
1977,AZ: Phoenix,709896,1504.01,486.55,36.73,2.53,1.44,253.95,108.04,1.05,12.68,349.43,103.29,49.46
1978,AZ: Phoenix,727097,1648.98,485.32,28.99,5.57,1.59,262.61,112.05,2.76,12.8,318.68,96.63,49.66
1979,AZ: Phoenix,748530,1608,475.93,28.85,4.38,1.46,253.59,107.74,2.37,12.63,332.69,102.31,53.77
1980,AZ: Phoenix,773711,1560.46,464.41,26.92,6.69,4.16,245.38,103.12,2.32,10.62,401.61,109.43,80.06
1981,AZ: Phoenix,789704,1542.6,420.32,26.58,5.98,3.63,235.58,107.92,2.12,10.48,415.84,106.58,76.51
1982,AZ: Phoenix,810407,1619.59,423.25,25.22,6.05,3.81,231.05,103.24,2.21,10.2,489.2,111.37,56.05
1983,AZ: Phoenix,824798,1722.19,431.64,27.35,5.08,2.66,255.04,113.96,0.04,9.91,441.09,102.16,79.2
1984,AZ: Phoenix,841855,1879.85,479.3,32.57,2.97,2.18,249.08,114.58,0,11.14,446.27,100.67,68.15
1985,AZ: Phoenix,868739,2009.8,517.06,33.48,3.88,2.17,249.94,121.02,0,13.35,474.06,145.16,79.24
1986,AZ: Phoenix,904083,2109.17,532.02,36.27,2.14,1.22,260.74,123.46,0,13.27,568.34,149.07,101.64
1987,AZ: Phoenix,931016,2153.39,580.51,36.67,2.67,1.32,256.29,127.74,0,13.49,385.84,115.02,69.59
1988,AZ: Phoenix,961476,2048.84,582.47,38.14,2.86,1.37,263.53,130.46,0,11.1,439.2,152.79,83.89
1989,AZ: Phoenix,977177,2086.87,605.26,42.46,3.74,1.26,271.2,151.06,0,11,468.79,155.66,97.31
1990,AZ: Phoenix,990478,2063.87,601.11,43.58,5.3,2.23,289.24,148.78,0,10.5,536.05,161.76,107.13
1991,AZ: Phoenix,994750,2043.38,595.72,34.83,5.87,2.77,266.75,148.2,0,10.59,522.68,168.34,106.72
1992,AZ: Phoenix,1023037,1921.96,569.6,25.84,1.55,0,264.39,142.57,0,9.79,354.87,107.68,96.53
1993,AZ: Phoenix,1056493,1870.21,545.21,69.97,1.71,0,239.9,131,0,9.46,352.89,100.38,90.75
1994,AZ: Phoenix,1092911,1887.19,567.91,25.77,1.58,0,254.29,142.14,0,10.12,465.35,178.01,94.25
1995,AZ: Phoenix,1137330,1887.87,574.17,41.2,1.21,0,256.05,146.26,0,10.83,483.01,177.35,103.06
1996,AZ: Phoenix,1181547,1976.3,581.89,41.54,1.63,0,255.3,158.5,0,12.1,445.79,149.6,96.57
1997,AZ: Phoenix,1215510,2015.81,579.76,58.35,1.89,0,271.42,142.44,0,11.46,432.28,158.39,95.3
1998,AZ: Phoenix,1247919,2134.09,558.45,52.79,0.99,0,277.95,142.66,0,10.49,524.22,144.46,94.91
1999,AZ: Phoenix,1273047,2124.82,639.17,49.43,0,0,276.48,139.59,0,0,518.75,190.51,88.34
2000,AZ: Phoenix,1294294,2223.8,679.91,48.38,0,0,291.02,178.13,0,0,518.81,187.38,94.25
2001,AZ: Phoenix,1326682,2354.08,764.15,45.39,0,0,273.24,143.34,0,0,546.8,190.41,80.82
2002,AZ: Phoenix,1342908,2341.73,761.55,46.97,0,0,305.78,160.27,0,0,595.78,192.32,97.78
2003,AZ: Phoenix,1357196,2499.61,746.9,46.52,0,0,313.69,172.02,0,0,499.26,143.39,97.22
2004,AZ: Phoenix,1368806,2668.89,778.72,51.58,0,0,325.58,168.76,0,0,586.99,276.76,106.14
2005,AZ: Phoenix,1386945,2715.59,808.05,52.72,0,0,362.49,175.26,0,0,577.97,237.63,106.91
2006,AZ: Phoenix,1417720,2856.5,877.04,47.84,0,0,315.08,160.61,0,0,836.17,495.25,86.01
2007,AZ: Phoenix,1441241,2948.41,874.91,48.45,8.51,8.51,368.08,206.89,0,38.55,844.51,317.22,104.95
2008,AZ: Phoenix,1450901,2680.43,849.59,51.45,4.77,4.77,359.36,215.28,0,36.2,992.29,393.59,156.77
2009,AZ: Phoenix,1456729,2391.84,829.83,51.71,10.04,10.04,371.66,220.72,0,26.98,930.78,333.65,134.53
2010,AZ: Phoenix,1452679,2803.3,777.47,44.89,1.64,1.64,379.95,231.36,0,17.42,665.74,162.51,113.52
2011,AZ: Phoenix,1449295,2786.17,754.56,43.96,0.58,0.58,361.63,208.27,0,16.58,578.46,179.38,129.44
2012,AZ: Phoenix,1470052,2397.52,716.87,43.28,0.54,0.54,342.32,205.87,0,16.91,496.9,141.6,140.86
2013,AZ: Phoenix,1499839,2463.85,703.46,40.33,0.44,0.44,323.72,213.42,0,18.07,459.66,146.72,121.59
2014,AZ: Phoenix,1527336,2529.12,681.97,38.11,0.22,0.22,313.81,200.02,0,18,412.49,126.59,97.37
2015,AZ: Phoenix,1556552,2280.35,682.52,36.94,0.14,0.14,287.56,194.82,0,19.13,356.34,100.1,87.01
2016,AZ: Phoenix,1584927,2248.84,724.61,39.14,0.09,0.09,289.57,197.01,0,18.44,369.91,98.5,93.36
2017,AZ: Phoenix,1613581,2482.14,776.74,39.02,0.08,0.08,281.01,192.13,0,20.52,365.34,100.12,83.86
1977,AZ: Tucson,317032,1528.25,568.27,63.53,0,0,179.69,108.69,0,11.52,368.35,155,47.21
1978,AZ: Tucson,318953,1625.84,590.05,54.49,0,0,189.28,134.56,0,10.69,317.13,130.53,45.44
1979,AZ: Tucson,322064,1726.4,579.04,46.41,0,0,175.82,115.75,0,10.99,369.63,146.63,83.57
1980,AZ: Tucson,332051,1545.27,540.21,46.9,0,0,167.05,103.46,0,10.97,231.34,110.48,50.72
1981,AZ: Tucson,330537,1560.61,513.36,43.7,16.52,15.06,204.79,114.04,0,11.54,378.29,132.57,145.6
1982,AZ: Tucson,343872,1525.3,509.87,40.02,9.03,8.24,224.73,112.81,0,13.99,383.43,128.15,149.38
1983,AZ: Tucson,353605,1868.74,513.5,46.17,12.76,12.76,188.95,120.64,0,10.54,376.12,148.46,131.19
1984,AZ: Tucson,362593,1825.4,555.55,44.11,12.98,12.98,186.32,117.98,0,11.51,342.07,141.13,108.57
1985,AZ: Tucson,368940,1995.16,577.38,43.96,12.97,12.97,205.15,115.39,0,16.49,343.86,145.6,98.45
1986,AZ: Tucson,375694,2179.56,612.71,76.79,21.82,21.82,221.55,124.18,0,17.04,359.29,156.16,99.62
1987,AZ: Tucson,387681,2211.17,618.75,81.56,12.16,12.16,231.99,126.57,0,16.32,393.31,192.8,90.9
1988,AZ: Tucson,399612,2057.94,600.32,72.16,9.4,9.4,253.02,121.12,0.84,15.87,430.31,228.03,96.11
1989,AZ: Tucson,409978,2039.67,607.25,67.74,7.49,7.49,250.22,121.27,1.02,15.52,371.54,193.25,95.45
1990,AZ: Tucson,414835,1946.26,586.18,57.98,12.08,8.94,226.3,105.24,1.15,10.6,351.32,177.73,108.14
1991,AZ: Tucson,418277,1897.24,577.59,43.97,12.6,8.74,223.17,102.56,0.84,12.29,326.22,153.3,115.81
1992,AZ: Tucson,421654,1860.23,548.3,41.96,11.9,8.76,209.27,101.38,0.61,12.19,335.03,142.67,135.04
1993,AZ: Tucson,430104,1899.14,550.52,42.57,11.44,8.58,217.37,99.61,0.59,11.95,336.47,140.79,134.28
1994,AZ: Tucson,439938,1919.54,562.75,42.32,26.06,23.2,202.29,102.83,0.59,12.3,333.26,135.03,115.41
1995,AZ: Tucson,450639,1877.92,576.47,47.31,19.89,17.04,206.61,108.7,0.59,11.9,354.16,156.22,121.43
1996,AZ: Tucson,458883,1922.96,590.92,47.73,20.76,17.96,210.38,119.81,0.58,12.41,355.72,159.96,106.9
1997,AZ: Tucson,463328,2085.83,597.02,49.97,19.28,16.5,208.9,136.13,0.56,12.72,383.23,184.41,100.73
1998,AZ: Tucson,468799,1984.1,616.07,50.36,20.31,17.59,224.94,109.66,0,12.52,338.99,146.95,111.53
1999,AZ: Tucson,473717,2090.61,630.35,49.26,41.89,41.89,236.54,107.07,0,12.96,398.27,162.41,159.68
2000,AZ: Tucson,479468,1979.27,659.95,49.47,0,0,268.18,112.11,0,13.72,377.71,143.94,150.06
2001,AZ: Tucson,486372,1969.95,679.51,52.42,0,0,282.41,114.06,0,12.58,361.39,149.97,133.39
2002,AZ: Tucson,488463,1900.01,682.33,55.01,0,0,281.73,117.59,0,0,353.57,151.38,129.35
2003,AZ: Tucson,492802,2161.79,672.69,172.31,0,0,310.17,127.79,0,0,525.31,151.53,208.08
2004,AZ: Tucson,495194,2187.04,718.36,48.68,0,0,290.3,121.58,0,0,383.95,156.54,147.45
2005,AZ: Tucson,499583,2205.49,739.88,54.24,0,0,318.25,167.35,0,42.91,395.13,156.54,144.03
2006,AZ: Tucson,505902,2255.21,733.79,54.72,0,0,322.74,134,0,0,367.37,170.47,103.88
2007,AZ: Tucson,513333,2258.12,622.63,0,0,0,285.79,130.56,0,0,453.66,111.53,241.06
2008,AZ: Tucson,517450,2207.05,648.84,0,0,0,350.31,165.51,0,10.86,379.86,127.95,145.89
2009,AZ: Tucson,520054,1791.68,563.96,0,0,0,340.64,172.12,0,0,368.96,116.86,144.3
2010,AZ: Tucson,520418,2121.22,559.27,0,0,0,331.32,178.71,0,0,556.68,136.72,327.94
2011,AZ: Tucson,527167,2176.2,563.63,0,0,0,336.6,161.28,0,0,388.29,140.35,158.68
2012,AZ: Tucson,530624,1855.07,564.02,0,0,0,267.85,156.17,0,0,329.56,97.91,149.55
2013,AZ: Tucson,531817,2152.17,552.51,0,0,0,217.61,154.64,0,0,416.26,83.35,247.8
2014,AZ: Tucson,532956,2292.63,544.46,0,0,0,218.36,155.17,0,0,417.57,83.62,248.61
2015,AZ: Tucson,534870,2195.72,572.89,0,0,0,226.29,160.8,0,0,433.57,86.66,257.86
2016,AZ: Tucson,535772,1985.77,574.98,0,0,0,297.18,181.13,0,0,318.1,102.74,116.79
2017,AZ: Tucson,537831,2003.91,582.21,0,0,0,383.06,181.24,0,0,292.07,72.06,122.92
1977,Average for Cities,350083,2312.35,749.81,282.43,140.03,47.99,195.59,136.69,8.86,12.83,390.57,103.28,62.48
1978,Average for Cities,349355,2290.69,760.05,262.43,133.82,38.41,199.38,138.89,8.91,13.64,374.32,109.31,59.68
1979,Average for Cities,348967,2256.35,704.06,245.37,129.8,34.71,191.15,132,8.58,14.29,376.77,109.5,70.44
1980,Average for Cities,349422,2125.14,663.57,235.51,117.91,31,186.13,128.53,8.7,13.81,373.29,105.23,84.26
1981,Average for Cities,349804,2183.92,658.7,231.92,118.11,30.72,185.4,129.09,9.33,13.69,397.4,107.04,89.66
1982,Average for Cities,353495,2220.05,657.5,225.65,115.85,32.43,191.86,130.9,10.78,13.34,396.84,105.78,89.33
1983,Average for Cities,356598,2291.69,678.88,230.1,121.83,33.62,198.37,137.03,10.53,13.52,399.75,108.68,91.61
1984,Average for Cities,359960,2346.55,707.78,234.8,131.07,34.84,203.26,136.84,10.57,14.24,385.12,105.83,86.06
1985,Average for Cities,362694,2458.44,740.77,242.5,120.8,34.47,207.48,141.18,11.01,14.71,403.02,107.3,91.42
1986,Average for Cities,365819,2587.28,776.12,256.06,121.94,36.8,219.73,147.47,11.35,16.72,421.34,108.64,89.58
1987,Average for Cities,369377,2607.89,796.23,272.02,121.26,35.42,225.43,150.12,11.4,18.48,425.53,113.35,88.96
1988,Average for Cities,371768,2554.33,809.93,274.66,133.52,32.65,226.74,149.72,12.76,18,435.29,116.65,93.21
1989,Average for Cities,373508,2564.29,829.02,287.94,129.15,34.42,227.72,148.96,14.12,17.15,428.29,118.97,97.77
1990,Average for Cities,375412,2596.68,840.42,295.82,135.62,35.7,231.16,149.41,15.55,17.88,435.29,125.94,91.02
1991,Average for Cities,378256,2579.02,845.33,308.84,143.98,39.54,233.18,150.11,16.32,17.26,447.89,131.32,93.71
1992,Average for Cities,381798,2584.23,850.72,303.04,152.87,41.97,241.9,154.04,15.3,17.51,458.51,129.94,97.37
1993,Average for Cities,386073,2565.32,849.27,305.86,160.78,45.2,240.77,151.28,15.28,17.16,436.48,119.36,95.57
1994,Average for Cities,389764,2610.55,859.25,318.02,160.99,43.73,247.08,153.51,16.4,17.46,426.62,116.54,90.5
1995,Average for Cities,393005,2549.82,850.89,323.67,153.11,41.59,248.45,150.95,16.34,18.17,439.38,123.01,93.03
1996,Average for Cities,395626,2686.94,868.74,327.44,151.83,38.17,260.67,153.68,17.98,18.04,439.5,119.25,97.44
1997,Average for Cities,398623,2753.38,879.16,334.32,146.43,35.43,264.84,156.31,17.72,19.92,442.91,123.18,100.8
1998,Average for Cities,401993,2844.29,906.2,321.94,147.7,34.44,272.91,159.62,18.06,19.41,451.53,133.23,102.01
1999,Average for Cities,405350,2887.33,928.37,376.55,147.87,33.46,279.79,163.97,19.44,20.48,449.27,129.98,103.94
2000,Average for Cities,408680,2984.92,944.61,389.77,154.6,35.78,287.54,166.55,20.28,21.47,464.16,133.05,108.8
2001,Average for Cities,412067,2930.04,956.39,382.72,152.07,36.17,293.06,171.07,19.87,18.58,465.87,138.63,103.07
2002,Average for Cities,414308,2771.83,954.74,402.95,160.98,39.32,306.12,175.75,19.74,20.07,468.96,138.97,104.39
2003,Average for Cities,418536,2868.61,967.26,410.41,165.53,38.08,304.75,176.6,19.64,19.22,495.55,143.72,116.95
2004,Average for Cities,419359,3193.53,986.73,433.16,171.36,36.38,307.33,179.09,20.3,15.92,501.8,136.69,113.8
2005,Average for Cities,420269,3195.28,1025.03,432.27,173.84,37.8,310.08,182.5,22.49,20.11,506.43,141.94,112.24
2006,Average for Cities,421374,3272.76,1061.95,427.6,176.4,39.13,313.87,189.53,22.65,20.8,516.84,145.11,109.96
2007,Average for Cities,421964,3478.9,1107.62,431.51,179.62,36.12,324.56,192.5,25.44,22.24,518.85,145.54,102.57
2008,Average for Cities,424296,3226.76,1111.64,431.63,178.9,35.76,327.83,197.25,23.76,21.87,520.38,148.85,101.07
2009,Average for Cities,427287,2722.37,1125.97,449.81,177.93,33.25,342.1,199.73,24.53,22.14,548.42,151.96,110.02
2010,Average for Cities,430665,3361.75,1101.72,444.83,186.78,34.98,340.04,200.14,24.48,20.38,543.62,146.94,114.8
2011,Average for Cities,434409,3415.8,1076.63,432.68,183.14,32.08,327.03,193.76,21.15,19.65,529.83,126.53,119.54
2012,Average for Cities,438753,3150.16,1066.18,431.14,182.62,31.71,320.29,190.42,22.56,19.67,514.99,125.27,112.09
2013,Average for Cities,443470,3338.1,1068.08,428.88,179.04,27.6,321.07,191.79,23.09,19.83,493.56,120.88,104.45
2014,Average for Cities,447611,3396.49,1076.17,414.48,191.47,33.76,324,195.19,22.45,19.69,484.86,119.46,92.47
2015,Average for Cities,451621,3231.1,1107.88,418.97,185.61,33.74,330.37,198.93,21.27,20.22,482.63,123.61,91.03
2016,Average for Cities,455650,3158.93,1137.34,423.92,197.47,35.88,336.63,202.38,21.2,22.42,491.81,130.68,90.22
2017,Average for Cities,459105,3369.35,1147.6,423.86,200.81,35.68,339.23,201.93,20.67,22.13,484.19,132.44,85.4
1977,CA: Anaheim,203804,2379.63,608.82,35.53,0,0,214.59,121.11,0,0,436.87,219.05,169.61
1978,CA: Anaheim,207694,2629.83,542.58,37.07,0,0,216.06,132.7,0,16.42,644.67,260.53,320.74
1979,CA: Anaheim,211739,2372.61,478.89,36.82,0,0,212.06,127.45,3.75,19.84,406.39,296.59,25.42
1980,CA: Anaheim,215515,2053.81,414.55,31.87,0,0,183.57,110.33,3.24,17.17,351.78,256.74,22
1981,CA: Anaheim,219494,2485.1,502.78,52.72,0,0,228.61,119.99,3.69,16.83,568.23,309.8,178.59
1982,CA: Anaheim,227052,2695.03,532.23,36.8,0,0,233.87,115.91,0,7.15,567.76,361.76,130.93
1983,CA: Anaheim,231091,2741.97,563.4,41.33,0,0,244.63,115.99,0,11.48,818.68,410.92,320.46
1984,CA: Anaheim,235313,2844.97,608.17,36.22,0,0,249.55,121.34,0,13.3,854.39,459.52,314.21
1985,CA: Anaheim,238556,3228.82,636.07,38.01,0,0,258.02,126.67,0,14.39,713.91,465.97,140.21
1986,CA: Anaheim,243357,3282.42,563.02,38.66,0,0,256.61,125.34,0,16.29,813.5,398.11,296.33
1987,CA: Anaheim,249067,3201.43,562.2,39.44,0,0,293.71,151.1,0,127.95,628.54,359.04,161.03
1988,CA: Anaheim,254255,3275.41,602.42,42.87,11.1,0,277.49,140.72,0,115.21,681.64,284.53,284.13
